εκδοσεις	2
αθηναις	2
εκδοτικος	2
οικος	2
γεωργιου	2
δολοφονία	2
συζύγου	2
κόρης	2
κασσάνδρας	2
τρωικής	2
εκστρατείας	2
φθόνον	2
απατάται	2
αληθή	2
δράματος	2
αίγισθος	2
κασσάνδρα	2
έγκλημα	2
παγκοσμίου	2
θεάτρου	2
ποιητής	2
αττικόν	2
νόμος	2
απόλλωνος	2
ερινύας	2
ούτος	2
λαμβάνει	2
αθηνάς	2
σκοπός	2
έμαθα	2
σύναξι	2
άστρων	2
φέρνουν	2
θνητούς	2
θέρος	2
λάμψι	2
πάρθηκε	2
ορίζει	2
όνειρα	2
κλείση	2
ψάλλω	2
νάβρω	2
τραγούδι	2
μοιρολόι	2
μέρας	2
δυνατά	2
φωνές	2
σηκώση	2
ιλίου	2
κάνω	2
τρία	2
ρίχτει	2
μιλώ	2
πατάει	2
παροδος	2
χρόνος	2
αντίδικος	2
τιμημένο	2
ζευγάρι	2
χώραν	2
σήκωσαν	2
πλοία	2
άδεια	2
χάση	2
ύψιστος	2
τούτους	2
θρηνούν	2
εκδίκησι	2
στήση	2
τρώων	2
σπονδές	2
κρέας	2
παλιό	2
γερατειά	2
ωσάν	2
όνειρο	2
νέο	2
έμαθες	2
νάχης	2
βωμοί	2
δώρα	2
ανεβαίνει	2
γητειές	2
γιατρός	2
αχόρταγης	2
τούτης	2
νιότης	2
τρωική	2
κονταριού	2
λάγισσα	2
ώρας	2
κοιλιά	2
πολεμάρχους	2
ατρείδες	2
φθόνο	2
αγνή	2
γέννας	2
γέννα	2
εχθρεύεται	2
δροσιές	2
καιρούς	2
ανίερη	2
πολλών	2
συγγενικών	2
δολερή	2
τόνομα	2
ονομάζω	2
ούτ	2
νικητή	2
γνώσεως	2
καρπό	2
ωδήγησε	2
έβαλε	2
νόμο	2
πάθος	2
αθέλητα	2
αρχηγός	2
μεγαλύτερος	2
γαλήνη	2
ανέμοι	2
νηστικούς	2
παλαμάρια	2
κάνοντας	2
άρτεμη	2
καταγίς	2
τρανός	2
πόχω	2
ναφήσω	2
γύρισε	2
μηδ	2
